CSD ID, lambda_force (eV)
POJNOR,0.82297
POJTOZ,0.29437
POKRAL,0.13992
PONFEG,0.21268
PONGUW,0.19025
PONSES,0.42042
PONTIW,0.71451
POPPUF,0.29737
POQCEE,0.16441
POQCII,0.16521
POQMOZ,0.06959
POQPES,0.7679
POQPIW,0.73667
PORCUV,0.53189
PORLEQ,0.18045
POSGUZ,0.37256
POSNOD,0.22972
POTQAT,0.23351
POVDOT,0.21467
POVMOE,0.21638
POXBOU,0.40786
POXWEH,0.2424
POYKIX,0.38656
POZHES,0.36864
PUBPEK,0.7251
PUBSUC,0.11739
PUCNIM,0.35122
PUCROV,0.92309
PUGVOE,0.31296
PUHZEY,0.31025
PUJJUA,0.43576
PUMVIC01,0.15985
PUMWUP,0.15247
PUPQID,0.43405
PUQQIC,0.37471
PURCUC,0.95306
PURDAJ,0.96973
PURKAR,0.22852
PUSJOD,0.39677
PUSNAU,0.27563
PUTCEM,0.08306
PUVGAR,0.08441
PUVNAW,0.59133
PUVNEB,0.53861
PUXQUW,0.74553
PXPFUR,0.35181
PYINDB01,0.56557
QABLUA,0.26618
QAFBUW,0.05368
QAGDOU,0.11687
QAGLIU,0.12217
QAHSEA,0.05289
QAJTUQ,0.22013
QAKHER,0.11296
QAKHOB,0.17105
QALWEF,0.54245
QALWEI,0.21648
QAMSAY,0.26002
QAMYIO,0.34896
QANCIT,0.05053
QANXIN,0.30095
QAPRIK,0.19355
QAPWUA,0.35332
QAWLAC,0.49462
QAYPOW,0.59143
QAZTUJ,0.30514
QEFBUB,0.40217
QEJTEG,0.27942
QELNAW,0.17929
QENRIN,0.24767
QENYIU,0.2372
QEPBUJ,0.18105
QEPLAZ,1.41225
QEPLIH,1.3447
QEPLON,1.10176
QEPTEM,0.22554
QERYES,0.22723
QEVTOA,0.50466
QEVTUG,0.46989
QEVVAO,0.55067
QEWREQ,0.37637
QEWROA,0.27515
QEWRUG,0.3531
QEWSAN,0.36588
QEWZIE01,0.40159
QEXRER,0.38922
QIBKAQ,0.47439
QIBVIJ,0.44548
QICMEX,0.21835
QIFNOL,0.31453
QIFNUR,0.22784
QIJFUN,0.0538
QIJQAE,0.21637
QIJQEI,0.2203
QIKFEV01,0.45682
QIMDUO,0.24305
QIMNIM,0.17154
QINRAJ,0.31155
QIQLAF,0.43035
QIQLEJ,0.14699
QIQSER,0.04099
QIRBOL,0.35967
QIRFOO,0.42481
QIRREO,0.34102
QISSIX,0.23546
QISSOD,0.22897
QISSUJ,0.21495
QISTER,0.46574
QITJIO,0.15876
QITPOB,0.24151
QITQIW,0.43537
QITQOC,0.42548
QIXXIF,0.615
QIYQAT,0.64278
QIYQEX,0.58753
QIYQOH,0.46108
QOCKUR,0.18715
QOCNAZ02,0.20799
QOGPEH,0.30287
QOHGAX,0.22587
QOHGEB,0.22465
QOJWET,0.35595
QOLLAG,0.15165
QOLPAJ,0.22046
QOMDUU,0.06104
QONJEJ,0.33021
QONSOD,0.32651
QONYIC,0.25505
QOQSUK,0.39962
QOSCOQ,0.49228
QOTRIB,0.37253
QOXMUM,0.16885
QOXNAT,0.1791
QQQFSV01,0.33744
QUAXDS,0.19028
QUBCEX,0.09326
QUBPEJ,3.67169
QUCHUU,0.41485
QUCYET,0.28303
QUDSIU,0.10803
QUDXES,0.6056
QUFFEC,0.28525
QULJUE,0.37138
QUMBOR,0.23104
QUMBUX,0.27762
QUMGOU,0.26879
QUMQAS,0.64872
QUNNIY,0.16465
QURVUX,0.32452
QUTGER,0.39223
QUVDUJ,0.20648
QUWFUM,0.06381
QUWGAT,0.08846
QUWREH,0.43724
QUWTIN,0.60886
QUXTIO,0.60755
QUZHUP,0.312
QUZREJ02,0.75035
QUZVOZ,0.17422
RABBUV,0.25767
RABGEH,0.32212
RACTUM,0.37758
RACVAU,0.23805
RADLOB,0.41047
RADMES,0.39898
RADTOJ,0.19432
RADVAX,0.22151
RADVIF,0.09261
RADVOL,0.04957
RAFGUD,0.32358
RAGBIN,0.30543
RAHBUA,0.73474
RAJHES,0.55363
RAKZIP,0.23017
RAKZUA,0.27833
RALBAJ,0.28076
RALNIE,0.39216
RANPII,0.40469
RAQDAR,0.09594
RARYOY,0.33798
RASXER,0.44066
RATHUQ,0.27619
RATXIW,0.28872
RAVFOL,0.36007
RAZMAI,0.08778
RAZMEM,0.21283
REFBEM,0.19288
REFBIQ,0.18157
REFGEO,0.75051
REGWOP,0.27623
REGXIL,0.13266
REGZIP,0.26473
RELBIW,0.27263
RELCAP,0.21144
RELCET,0.28289
RELRAD,0.71999
RELREH,0.32228
REMTEK,0.19542
RENDUJ,0.34297
RERLOS,0.17348
RESLEH,0.4014
RESTEO,1.03041
REVJIO,0.37152
REVKOV,0.23756
REWZUR,0.27451
REXYOL,0.25742
REZWUR,0.21906
RIFLEA,0.70476
RIQCEC,0.34391
RIQCIG,0.28792
RIQFEC,0.64906
RIRYIB,0.42425
RIWHAH,0.48381
RIXGEM,0.2511
RIXLAN,0.18088
RIXMAO,0.16351
RIXMES01,0.17279
RIXVIF,0.30884
RIXVOL,0.32596
RIXVOM,0.28839
RIYDOV,0.32646
RIYQEY,0.25622
RIYYAC,0.05573
RIZHIS,0.7178
RIZKOD,0.16434
RODMEF,0.09064
RODQOS,0.14316
ROHHUT,0.22806
ROHJIJ,0.19511
ROHLAE,0.16942
ROHWIW,0.15966
ROHXEU,0.35564
ROKFAB,0.07819
ROKTIU,0.70976
ROKTOA,0.63521
ROLBAY,0.38998
ROLXIB,0.33519
ROPXIF,0.24511
ROSCUZ,0.41521
ROSLES,0.39382
ROWZEL,0.14153
ROYHEV,0.43529
ROYHUL,0.39542
ROZFIX,0.06617
ROZGAQ,0.08077
ROZGEU,0.06274
ROZGIY,0.06458
ROZGOE,0.05485
ROZGUK,0.06283
ROZHAR,0.07409
ROZHIZ,0.05397
ROZHOF,0.1236
RUBMIN,0.19616
RUDGOP,0.34922
RUDGUV,0.35186
RUGKAG,0.10504
RUHBAZ,0.30791
RUJDAE,0.30994
RUKGOT,0.28315
RULMIW,0.18119
RUMWAA,0.22775
RUNLEU,0.34017
RUNSOL,0.24682
RUQGES,0.07362
RUQGOC,0.07468
RUQGUI,0.07313
RUSRUV,0.26001
RUSWAE,0.43806
RUSZIR,0.21859
RUTNAX,0.22569
RUVHUN,0.29384
RUXCOF,0.22723
RUYVAI,0.38535
SABTIY,0.27311
SABTUK,0.21385
SAFXOO01,0.04733
SAGDOW,0.16846
SAGSAX,0.50199
SAGVOL,0.22769
SAGVUR,0.22742
SAGWAY,0.22925
SAHZEI,0.06444
SAHZIM,0.10794
SAJMOH,0.35791
SAJNAU,0.37635
SAJNEY,0.38086
SAJNIC,0.3819
SAJXOT,0.13823
SAJYEH,0.21572
SAKHIX,0.20057
SAKXIN,0.11076
SANROQ,0.04657
SAPDES01,0.22006
SAQQOT,0.25557
SASPAF,0.20437
SASPEJ,0.19734
SASPIN,0.19762
SAVGUS,0.71107
SAVGUT,0.12917
SAVHEE,0.14318
SAVHOO,0.12803
SAVHUU,0.23632
SAWDEZ,0.25351
SAXCOL,0.33641
SAYCOK,0.20406
SAYDAX,0.16406
SECPIC,0.20173
SECROK,0.23121
SEDJIW,0.21555
SEDLAO,0.31639
SEFPUQ,0.75656
SEFQAX,0.75781
SEFTOP,0.72411
SEHCAJ,0.43521
SEHLAV,0.19443
SEHLEZ,0.18796
SEJDUI,0.61044
SELRAD,0.3426
SELRUY,0.21144
SELWIS,0.21633
SENJAZ,0.57207
SENJED,0.40378
SENYAN,0.2446
SEQCUN,0.34513
SEQFAV,0.36703
SEQFEZ,0.1856
SERTAM,0.22543
SETBUR,0.64618
SETQIS,0.25571
SEWKEM,0.23265
SIDJIB,0.11376
SIDZEN,0.71302
SIFZEN,0.4573
SIGBEQ,0.47873
SIGFOG,0.18221
SIGFUM,0.17985
SIJTIP,0.644
SIKBEU,0.27549
SIKRAF,0.30782
SIKWOZ,0.38658
SILHEB,0.13783
SILQUZ,0.90809
SILSIQ,0.82069
SIQDED,0.79592
SIQXOG,0.45816
SIRDAA,0.27885
SIRRIX,0.17819
SIRROD,0.18613
SIVSUO,0.28475
SIVTAV,0.30228
SIXFEL,0.2972
SIXLES,0.68798
SIXPEU,0.54834
SIYHIU,0.10434
SOBFEU,0.60939
SOCGOI,0.17332
SOCHUP,0.21154
SOCJOM,0.76167
SOHKOP,0.1962
SOHLOQ,0.20047
SOHQIQ,0.13077
SOJSAO,0.04852
SOKMEL,0.46845
SOKMIP,0.86381
SOKMOV,0.41013
SOLJIP,0.05883
SOLJOV,0.05963
SOLPOY,0.53031
SOMTIA,0.055
SONBUS,0.71359
SOPGEL,0.27538
SOQMUI,0.3403
SOQPET,0.27311
SOVMEX,0.27094
SOXXIM,0.16018
SOYGIX,0.68211
SOYSOQ,0.07086
SOYSUW,0.04533
SUDZAU,0.21977
SUFTOF,0.16685
SUGSEV,0.22332
SUHLAI,0.15195
SUHVOI,0.06837
SUJHAI,0.04706
SUJHIQ,0.09623
SUJHOW,0.05528
SUJHUC,0.05072
SUJJAK,0.04774
SUJJIS,0.04837
SUJJOY,0.09767
SUJJUE,0.04588
SUJKIT,0.05511
SUJLEP,0.603
SUJLUF,0.08919
SUJQEW,0.09386
SUJZEC,0.17086
SUKCIN,0.29152
SUKDAE,0.40358
SUKROI,0.3293
SUKSAV,0.33268
SUKVUQ,0.41075
SULKAN,0.10159
SULKER,0.05765
SULKIV,0.05013
SULSID,0.64089
SUMTAX,0.07198
SUMTEB,0.04697
SUPZAH,0.11794
SUPZEL,0.12162
SUQLEW,0.66584
SURLID,0.08627
SURLOJ,0.09299
SURRAA,0.02987
SUVVOX,0.06081
SUVVUD,0.07013
SUWFUM,0.78982
SUWGAS,0.35877
SUWMIG03,0.22891
SUXJIE,0.45348
SUZCEX,0.68825
SUZJOO,0.30506
TADSAS,0.41336
TAGXOR,0.70352
TAGYOS,0.65072
TAGZAD,0.14949
TAKKOI,0.23459
TAMRAC,0.12444
TAPREJ,0.39294
TAPZOZ,0.16476
TAQHUQ,0.28353
TARFOK,0.42408
TARKAZ,0.57055
TASWIW,0.50739
TATDOI,0.14929
TAWNUB,0.62312
TAYBOK,0.3385
TAYHUX,0.70366
TAYQIW,0.23454
TAZXOI,0.95571
TBZPER,0.26904
TCNPQD,0.32962
TCYVMA,0.10046
TEGNOL,0.32111
TEHTUX01,0.45241
TEHWUZ,0.28807
TEJLID,0.29861
TEKLIG,0.34756
TELXEQ,0.39366
TENQIP,0.3518
TERPOW,0.40392
TERXAP,0.72624
TETMIR,0.22832
TETVOG,0.14758
TETVUM,0.14834
TETWAT,0.14719
TETWEX,0.14207
TEWGAE,0.22277
TEWGEI,0.31199
TEXREW,1.24267
TEXXEB,0.38295
TEYBEE,0.21318
TEYNUJ,0.14273
TIBWAD,0.75107
TIDGOD,0.60082
TIJQOT,0.12992
TIJZUJ,0.28051
TIKBAS,0.28871
TIMFUR,0.17614
TIMJIK,0.48141
TIMJOQ,0.71351
TIMQAJ,0.27942
TINXEU,0.31187
TIPMUD,0.13461
TIPNAK,0.12991
TIPTIW,0.38909
TIQTOE,0.30747
TITDUY,0.34425
TITFAG,0.35216
TITFEK,0.30873
TIXRIE,0.38999
TIXTUS,0.22794
TIYQIE,0.13518
TIYQOK,0.16784
TOBREJ,0.1261
TODWAM,0.25629
TODWER,0.17573
TOHFIF,0.1767
TONCOP,0.27508
TONRIY,0.27359
TOPGEK,0.47114
TOQXUV,0.4281
TORHUE,0.34221
TORSOL,0.36299
TORTEC,0.3891
TORVEE,0.34266
TOSVOM,0.36515
TOSWEF,0.04883
TOSXUW,0.2037
TOSYAD,0.20428
TOVPUS,0.33466
TOVQAZ,0.32771
TOXSUX,0.4362
TOYDIX,0.25679
TOYDOD,0.24243
TOZJAW,0.35841
TPBUTR10,0.35209
TPHPOL01,0.81195
TUDJAF,0.28853
TUDKUA,0.74526
TULQOJ,0.29322
TULQUP,0.32635
TULSAU,0.15167
TUMFOZ,0.42988
TUPZUA,0.75364
TURKOI,0.6043
TURWIP,0.07157
TURWOV,0.0555
TURYOW,0.25185
TUSGIZ,0.37275
TUSLIE,0.25374
TUSLOK,0.12285
TUSLUQ,0.33412
TUTMEC,0.61817
TUTMOM,0.62482
TUTVUC,0.05293
TUTWAJ,0.0626
TUWHEY,0.46785
TUWJAY,0.50892
TUXCUK,0.24702
TUYDEZ,0.05806
TUZNAF,0.28727
UBEQIE,0.18954
UBEQOK,0.18764
UBEQUQ,0.19578
UBERAX,0.19169
UBEREB,0.17984
UBERIF,0.19338
UBEROL,0.19292
UBERUR,0.18394
UBESAY01,0.18015
UBULOU,0.08079
UCEWIJ,0.74897
UCIGUK,0.32063
UCIHUL,0.25864
UDAQOG,0.35281
UDEYOT,0.15635
UDICIW,0.05765
UDIPEC,0.58603
UDIXEM,0.7459
UDUMEO,0.04601
UFIWUB,0.2621
UFUZIE,0.75141
UGOMIM,0.22516
UHIHAX,0.27724
UHIMAC,0.76654
UHUBII,0.10778
UHUBOO,0.10788
UHUBUU,0.11244
UJOCEC,0.49275
UJOCIG,0.39264
UKAJUN,0.17493
UKAVEJ,0.24887
UKIPEL,0.13502
UKIYIY,0.29501
ULAQOP,0.11249
ULIDUQ,0.20151
ULIFAY,0.19847
UMINUB,0.26324
UMISUG,0.2271
UMITER,0.54887
UMITIV,0.21287
UMITUG,0.27039
UMOLOZ,0.09966
UMOMAM,0.2251
UMOMEQ,0.10045
UMUKOE,0.19629
UMUKUK,0.23994
UMULAR,0.17827
UNEPUA,0.26356
UNUYIM,0.5419
UPAMII,0.44672
UPECAV,0.40733
UPECUP,0.40723
UPOMAP,0.33441
UQUFOD,0.36545
URANIM,0.41599
UREFIH,0.53654
UREFON,0.44323
UREVET,0.27695
URIDAC,0.16185
USANIN,0.35382
USEROB,0.17359
USURAD,0.69084
USUTAF,0.67028
UTEYAU,0.12483
UVAGUU,0.22854
UVEBUU,0.1605
UVECAB,0.1205
UVUBIY,0.29584
UWEVIC,0.62269
UWEVOI,0.36544
UWEWAV,0.1428
UWEWEZ,0.14164
UXAZIE,0.20396
UXAZOK,0.18363
UXETIB,0.73473
UXEXOM,0.29181
UXEYAZ,0.29298
UXUDAT,0.74623
UZAJOW,0.42921
UZARAP,0.10805
UZOZUG,0.57151
VABNAQ,0.27283
VACJUH,0.21124
VACKIT,0.25049
VADMAQ,0.44917
VAGPEZ,0.21643
VAGPID,0.22673
VAGRUR01,0.04574
VAGSAZ,0.73965
VAGWUW,0.71057
VAKWEK,0.25823
VANDEV,0.16038
VANKED,0.6429
VANMEF,0.78756
VASQOY,0.18312
VASTIU,0.36143
VASTOA,0.35721
VAVLOV,0.29385
VAWQAO,0.28927
VAZPAO,0.227
VECXIM,0.14791
VEDJAS,0.22392
VEGJIC,0.54792
VEGLEA,0.10447
VEHXIP,0.2045
VEHXOV,0.41156
VEKHOL,0.26254
VEMHED,0.63253
VENROX,0.29964
VENRUD,0.29793
VENSEO,0.30769
VEPFAA,0.27668
VEPGEE,0.43279
VERXIZ,0.11703
VESBEA,0.1177
VESBIE,0.11799
VESTUK,0.44672
VEWMES,0.77094
VEXWIF,0.19976
VEYRUM,0.36668
VICFUJ,0.60744
VIDDAQ,0.56412
VIDDOD,0.40114
VIDDUJ,0.40861
VIDFAR,0.42143
VIDFEV,0.37727
VIFYIT,0.09
VIFYOZ,0.14174
VIFZEQ,0.17135
VIFZIU,0.08311
VIHDOF,0.09182
VIJLAB,0.32819
VIKNIP,0.21693
VILMIM,0.33245
VINQER,0.27851
VINQIV,0.27552
VINTUH,0.1782
VINXEY,0.53311
VINXIC,0.74598
VINZAW,0.45892
VIPJEM,0.43603
VIQJAJ,0.31286
VIQJUD,0.30776
VISPET,0.14987
VIVQAV,0.21938
VIXVEG,0.28321
VIYNAV,0.27348
VIZGIX,0.39841
VIZLOF,0.31029
VIZQON,0.25259
VIZRUT,0.24228
VOBCEW,0.41838
VOBQUB,0.23229
VOBYES,0.24757
VOCPOV,0.40372
VODTIS,0.37316
VODVAM,0.30099
VODVEQ,0.24406
VOHQIV,0.24861
VOJLIP,0.2783
VOJQUI,0.4063
VOJWIC,0.28777
VOKBAA,0.18366
VOKQEU,0.38752
VOKRUK,0.17702
VOQLOD,0.28568
VORBEM,0.3885
VORNEY,0.27092
VOSNIA,0.3997
VOXLUS,0.26718
VOXVOV,0.28913
VOXVUB,0.28864
VOYDES,0.23688
VUBKEL,0.15833
VUBKIP,0.13426
VUDPIT,0.33893
VUDRIX,0.21952
VUJDUC,0.50145
VUMTIJ,0.30886
VUNTEG,0.23234
VUNTIK,0.41311
VUPMUR,0.25313
VUQWEL,0.18963
VUSDEU,0.29755
VUSHEY,0.22115
VUWJAB,0.28683
VUXJUW,0.35983
VUXKAD,0.47328
VUXKOR,0.3499
VUZMIM,0.29123
VUZVIW,0.29096
WABJIS,0.73045
WACROJ,0.41981
WADHAN,0.33192
WADJES,0.58519
WAHSED,0.25525
WAKDIW,0.3968
WALMON,0.20239
WALMUT,0.20186
WALYAM,0.10351
WALYIU,0.09711
WALYUG,0.08434
WAMZOC,0.28367
WAMZUI,0.29759
WANPAC,0.13405
WANTIR,0.34993
WAWBEC,0.46948
WAWSET,0.51447
WAXVOJ,0.40341
WAYQEV,0.22314
WEBFEO,0.60998
WEBKAP,0.22429
WEBKET,0.21898
WEBRIG,0.32628
WEDPED,0.42211
WEGVUC,0.6219
WELKEF,0.573
WEMWIX,0.041
WEMWOD,0.14185
WEPGUU04,0.04763
WESMOZ,0.30636
WEXQOG,0.1526
WIFSIO,0.28422
WIGPOT,0.09473
WIPBOO,0.34801
WIQJUD,0.7892
WIRMOC,0.16382
WISZUV,0.29057
WIVSUS,0.12811
WIXQAW,0.54926
WIYREC,0.1619
WIZMAU,0.11239
WOCFEB,0.43959
WOCRAI,0.38681
WODSEQ,0.20069
WODVUJ,0.70398
WOFQUG,0.04607
WOFSIW,0.08979
WOGNAK,0.29465
WOHBED,0.06267
WOHBON,0.06534
WOHDAY,0.22668
WOJBEE,0.1787
WOKPAO,0.29812
WOKPES,0.22977
WOKREW,0.06029
WOKRIA,0.05336
WOKTIA,0.21937
WOMBIL,0.22381
WOMQEX,0.10516
WOMQIB,0.10443
WOMSOJ,0.12454
WOQLOG,0.13342
WOQMEX,0.13474
WOQNUO,0.39276
WOQWIK,0.41044
WOQWOQ,0.34271
WORPAX,0.05721
WORPUR,0.05665
WORRAZ,0.06299
WORRED,0.06063
WORWOR,0.69738
WOSXAF01,0.3288
WOVRIL,0.07503
WOWMUQ,0.21876
WOXCEU,0.69351
WOYQAE,0.31427
WOYTIP,0.32926
WUCVEX,0.21285
WUDDAD,0.2398
WUDDEH,0.24048
WUFJIT,0.14193
WUFKIT,0.25569
WUFKUF,0.50977
WUHLOA,0.19605
WUHROJ,0.0891
WUMCUE,0.47142
WUMGOD,0.26775
WUMLUL,0.29251
WUPBAN,0.33953
WUPPEF,0.0457
WUQFIZ,0.36312
WUQFOF,0.42888
WURDEV,0.08988
WURYAL,1.21212
WUSFIC,0.24107
WUSKEB,0.43041
WUSRAE,0.19715
WUTCEU,0.2259
WUVTIS,0.05745
WUVTOY,0.04935
WUWWIW,0.37373
WUWWOC,0.35846
WUWXAP,0.37257
WUXCUN,0.72445
WUXLAF,0.20532
WUXMAF,0.35969
WUXMEJ,0.40015
WUZVOF,0.2708
XABSIF,0.04484
XACKIX01,0.31799
XACKOD,0.34176
XAJXOY,0.22512
XAKHUP,0.25072
XALNUT,0.34768
XAPRIQ,0.22648
XAPVIW,0.1326
XAPVOC,0.27804
XARHOO,0.35154
XASBIF,0.24073
XASQIU,0.21076
XASVAR,0.13221
XATFOO,0.27581
XATKEJ,0.24877
XATKIN,0.2393
XAVHIN,0.17107
XAWHOV,0.24957
XAWHUB,0.2579
XAWJAJ,0.25779
XAXQUL,0.46292
XAXVOJ,0.23802
XAXZED,0.30751
XAYBUW,0.70432
XAYCEH,0.53399
XAZCOR,0.23897
XEBRIG,0.38204
XEBROM,0.41635
XEFBIV,0.31825
XEFCUI,0.2903
XEGFAT,0.22875
XEHMOM02,0.22386
XEKXAP,0.1997
XELCEY,0.05519
XELCIC,0.04441
XELCOI,0.04982
XELCUO,0.04507
XELDAV,0.15118
XELNUY,0.41667
XEPTIX,0.44089
XEQXAT,0.4739
XESRET,0.42656
XESTAT,0.43321
XEVPAS,0.39629
XEVPUM,0.1237
XEVROI,0.15684
XEYNUN,0.20044
XEYPEZ,0.19458
XIBJOJ,0.33685
XIBJUP,0.31303
XICCIV,0.44532
XIDCAP01,0.13609
XIGCEY,0.21573
XIHHUU,0.12119
XIHLIJ,0.42692
XIKWAS,0.24603
XIPQIX,0.38751
XIQGOW,0.09575
XIQHEN,0.22139
XIQMUI,0.23606
XISJAM,0.20612
XITZEG,0.2556
XITZOQ,0.25873
XIWZUZ,0.24597
XIXBAI,0.24609
XIXVOS,0.18299
XIXVUY,0.20808
XIYFAP,0.05068
XIYFET,0.06054
XIYFIX,0.05907
XOCBUN,0.37502
XODBOJ,0.33704
XODBUP,0.37904
XODFAX,0.22521
XOGDIH,0.40531
XOGDUT01,0.05974
XOGMEO,0.32381
XOHHEK,0.25541
XOKDOQ,0.40109
XOLPIA,0.24909
XOLQAT,0.18485
XONREA,0.05832
XONVIG,0.24937
XOPWUX,0.34652
XOPXUV,0.23182
XOPYIL,0.33087
XOPYOR,0.29816
XORNUO,0.19027
XOSCAM,0.11835
XOSCIU,0.17826
XOSCOA,0.26323
XOTHIZ,0.58006
XOWDAQ,0.23827
XOYBUL,0.12522
XUBYUR,0.30082
XUCJIQ,0.25485
XUDJOY,0.36869
XUDNUI,0.35451
XUFHAJ,1.04354
XUJLIX,0.2924
XUKLUM,0.05354
XUPKOI,0.09539
XUQNEC,0.28277
XUQVOX,0.05489
XURMAA,0.20412
XURMEE,0.19732
XUTKAB,0.10547
XUTKEF,0.07388
XUVLOQ,0.27111
XUWBEW,0.19597
XUWBIA,0.18861
XUWTOB,0.28043
XUYYOH,0.57001
XUYYUN,0.2881
YABBEL,0.39512
YACQUO,0.29476
YADWAC,0.09797
YAGBUG,0.55887
YAJSOU,0.23319
YAPGIH,0.20366
YAQWUL,0.07736
YASWIB,0.27063
YATNIT,0.19874
YATNOZ,0.21037
YATWOI,0.23365
YAXDAC,0.75453
YAXPIZ,0.31917
YAXXON,0.26203
YAYHAJ,0.40224
YEBQON,0.68201
YEFFAR,0.38441
YEFHAT,0.43103
YEGZIU,0.12548
YEGZOC,0.23491
YEGZUI,0.238
YEHJAW,0.74798
YEHYIW,0.10518
YEKVUI,0.24295
YEPHUZ,0.23966
YERWUO,0.71867
YESBEG,0.46495
YEWHAM,0.39356
YEWHEQ,0.4068
YEWHIU,0.41462
YEWHOA,0.37622
YEWKET,0.07918
YEWLIY,0.31644
YEXJER,0.05119
YEXRAV,0.25279
YEYVED,0.1421
YICNIH,0.21493
YIDLEE,0.26312
YIFRUB,0.22856
YIGDUQ,0.40572
YIHDID,0.22023
YIJFED,0.14101
YILZEA,0.04794
YIMYIE,0.29155
YIPBIL,0.21154
YIPPAP,0.28709
YIPPET,0.45367
YIPXON,0.32625
YIVBUB,0.32665
YIWFIV,0.04597
YIWMAU,0.23249
YIXPUR01,0.31792
YIZCUI,0.32575
YIZPIJ,1.1432
YIZVAH,0.04928
YOBCAW,0.20923
YOBXIY,0.17148
YOCCIF,0.40067
YOCDAY,0.45635
YOCDEC,0.4281
YOCPOY,0.28064
YOCPUE,0.24395
YOCSOZ,0.0789
YODFIJ,0.26534
YOGWIC,0.15647
YOKVOL,0.19322
YOLBEJ,0.46673
YOLQAR,0.29111
YOLQEV,0.2387
YOMQOH,0.29037
YOPHUH,0.18685
YOPJAP,0.18235
YOPJET,0.21839
YORBUC,0.57109
YOWYOY03,0.12126
YOWZIW,0.38296
YOXTEN,0.04607
YUBGEK,0.27592
YUBGIO,0.05382
YUBNER,0.45473
YUCQAR,0.55508
YUCQEV,0.49041
YUFRAT01,0.29586
YUGJES,0.4623
YUHCUB,0.36149
YUJNOJ,0.41688
YUJQAX,0.6713
YULGUJ,0.36208
YUNXUD,0.25832
YUNZIT,0.34739
YUQNOQ,0.40092
YURCEW,0.33511
YURHAV,0.15834
YURTAJ,0.15043
YUSREM,0.38935
YUSRIQ,0.42107
YUSZAQ,0.21735
YUZLOW,0.14917
ZACBOX,0.25275
ZACBUD,0.25033
ZACCAH,0.30314
ZACCAK,0.25785
ZACCEO,0.26527
ZAHDAQ,0.44053
ZAPFII,0.09581
ZAVJEO,0.32337
ZAWVUR,0.33876
ZAXWED,0.74584
ZAYNIW,0.29838
ZEDJOJ,0.62841
ZEDJUP,0.62571
ZEFWIQ01,0.59675
ZEGNOQ,0.26834
ZEKMOT,0.35567
ZEKMUZ,0.36855
ZENTOB,0.40288
ZENXUL,0.59999
ZEYSUT,0.91898
ZIBPIM,0.22764
ZIFGIG,0.04806
ZIHVIY,0.2141
ZIHWAR,0.26541
ZIJNIR,0.1135
ZILDOQ,0.46855
ZILLUE,0.43361
ZIPWIE,0.24464
ZIRJUI,0.16846
ZIXDEP,0.23616
ZIXDOZ,0.20046
ZIZNEB,0.30012
ZOGZAY,0.7294
ZOJQEX,0.08953
ZOJSOJ,0.42982
ZOKGOY,0.20503
ZOMMEW,0.10972
ZOMMIA,0.12443
ZONZUZ,0.18444
ZOTVAH,0.29712
ZOYRUD,0.25156
ZOZPEL,0.30147
ZOZTOX01,0.11707
ZUBSAT,0.2981
ZUCDEJ,0.27291
ZUCDIN,0.27
ZUCGEL,0.13232
ZUCMAN,0.27299
ZUFWUV,0.14831
ZUGCUC,0.07072
ZUGFAL,0.22474
ZUHWUX,0.18294
ZUHXAE,0.1816
ZUHXEI,0.1813
ZUJCAL,0.08316
ZUJCEP,0.08822
ZUJSEF,0.63605
ZULDIV,0.2157
ZULDUH,0.20553
ZUMHAT,0.33372
ZUNDEU,0.07616
ZUNDIY,0.04479
ZUPDIZ,0.36229
ZUQBAR,0.21644
ZUSWAN,0.08769
ZUSXEQ,1.57836
ZUSXES,0.25079
ZUSXIU,0.42078
ZUTDEZ,0.47423
ZUWDAZ,0.10949
ZUWDED,0.11876
ZUWDIH,0.1172
ZUWDON,0.08466
ZUWDUT,0.17036
ZUWFIJ,0.06511
ZUWMAH,0.19607
ZUYQES,0.31694
ZUZWIA,0.49481
ZZZAHV10,0.23801
